"";"button_action";"variant";"orig.id"
"24215";"no_click";"Variant 1";"24215"
"21504";"no_click";"Variant 1";"21504"
"21465";"no_click";"Variant 1";"21465"
"19814";"no_click";"Variant 1";"19814"
"79287";"no_click";"Variant 2";"79287"
"13273";"no_click";"Variant 1";"13273"
"30957";"no_click";"Variant 1";"30957"
"67109";"no_click";"Variant 2";"67109"
"3630";"no_click";"Variant 1";"3630"
"17844";"no_click";"Variant 1";"17844"
"51618";"no_click";"Variant 2";"51618"
"57758";"no_click";"Variant 2";"57758"
"24046";"no_click";"Variant 1";"24046"
"66608";"no_click";"Variant 2";"66608"
"54579";"no_click";"Variant 2";"54579"
"28825";"no_click";"Variant 1";"28825"
"42853";"no_click";"Variant 1";"42853"
"68984";"no_click";"Variant 2";"68984"
"30394";"no_click";"Variant 1";"30394"
"12577";"no_click";"Variant 1";"12577"
"5650";"no_click";"Variant 1";"5650"
"1160";"no_click";"Variant 1";"1160"
"26401";"no_click";"Variant 1";"26401"
"18479";"no_click";"Variant 1";"18479"
"11248";"no_click";"Variant 1";"11248"
"73662";"no_click";"Variant 2";"73662"
"74922";"no_click";"Variant 2";"74922"
"17938";"no_click";"Variant 1";"17938"
"19943";"no_click";"Variant 1";"19943"
"56322";"no_click";"Variant 2";"56322"
"22821";"no_click";"Variant 1";"22821"
"44961";"no_click";"Variant 2";"44961"
"53674";"no_click";"Variant 2";"53674"
"80322";"no_click";"Variant 2";"80322"
"19474";"no_click";"Variant 1";"19474"
"69181";"no_click";"Variant 2";"69181"
"68720";"no_click";"Variant 2";"68720"
"54337";"no_click";"Variant 2";"54337"
"75179";"no_click";"Variant 2";"75179"
"67643";"no_click";"Variant 2";"67643"
"46891";"no_click";"Variant 2";"46891"
"56154";"no_click";"Variant 2";"56154"
"70076";"no_click";"Variant 2";"70076"
"26510";"no_click";"Variant 1";"26510"
"72577";"no_click";"Variant 2";"72577"
"13168";"no_click";"Variant 1";"13168"
"49596";"no_click";"Variant 2";"49596"
"65513";"no_click";"Variant 2";"65513"
"49060";"no_click";"Variant 2";"49060"
"56315";"click";"Variant 2";"56315"
"76660";"no_click";"Variant 2";"76660"
"66834";"no_click";"Variant 2";"66834"
"35587";"no_click";"Variant 1";"35587"
"83651";"no_click";"Variant 2";"83651"
"41047";"no_click";"Variant 1";"41047"
"54708";"no_click";"Variant 2";"54708"
"4380";"no_click";"Variant 1";"4380"
"24101";"no_click";"Variant 1";"24101"
"49641";"click";"Variant 2";"49641"
"52837";"click";"Variant 2";"52837"
"50278";"no_click";"Variant 2";"50278"
"77256";"no_click";"Variant 2";"77256"
"67714";"no_click";"Variant 2";"67714"
"57384";"no_click";"Variant 2";"57384"
"6449";"no_click";"Variant 1";"6449"
"22078";"no_click";"Variant 1";"22078"
"5355";"no_click";"Variant 1";"5355"
"46158";"no_click";"Variant 2";"46158"
"8434";"no_click";"Variant 1";"8434"
"71584";"no_click";"Variant 2";"71584"
"18774";"no_click";"Variant 1";"18774"
"29820";"no_click";"Variant 1";"29820"
"73438";"no_click";"Variant 2";"73438"
"284";"no_click";"Variant 1";"284"
"7160";"no_click";"Variant 1";"7160"
"12306";"no_click";"Variant 1";"12306"
"26161";"no_click";"Variant 1";"26161"
"9926";"no_click";"Variant 1";"9926"
"19738";"no_click";"Variant 1";"19738"
"4564";"no_click";"Variant 1";"4564"
"26681";"no_click";"Variant 1";"26681"
"35443";"click";"Variant 1";"35443"
"37728";"no_click";"Variant 1";"37728"
"52082";"no_click";"Variant 2";"52082"
"34431";"no_click";"Variant 1";"34431"
"24857";"no_click";"Variant 1";"24857"
"1106";"no_click";"Variant 1";"1106"
"24937";"no_click";"Variant 1";"24937"
"12781";"no_click";"Variant 1";"12781"
"43001";"no_click";"Variant 1";"43001"
"23028";"no_click";"Variant 1";"23028"
"68594";"no_click";"Variant 2";"68594"
"58228";"no_click";"Variant 2";"58228"
"81720";"no_click";"Variant 2";"81720"
"15465";"no_click";"Variant 1";"15465"
"18030";"no_click";"Variant 1";"18030"
"26927";"no_click";"Variant 1";"26927"
"23392";"no_click";"Variant 1";"23392"
"66932";"no_click";"Variant 2";"66932"
"38516";"no_click";"Variant 1";"38516"
"6388";"no_click";"Variant 1";"6388"
"74714";"no_click";"Variant 2";"74714"
"48394";"no_click";"Variant 2";"48394"
"37213";"no_click";"Variant 1";"37213"
"65758";"no_click";"Variant 2";"65758"
"32256";"no_click";"Variant 1";"32256"
"17464";"no_click";"Variant 1";"17464"
"84150";"click";"Variant 2";"84150"
"73088";"no_click";"Variant 2";"73088"
"21940";"no_click";"Variant 1";"21940"
"35239";"no_click";"Variant 1";"35239"
"16404";"no_click";"Variant 1";"16404"
"27096";"no_click";"Variant 1";"27096"
"78673";"click";"Variant 2";"78673"
"20246";"no_click";"Variant 1";"20246"
"69981";"no_click";"Variant 2";"69981"
"9689";"no_click";"Variant 1";"9689"
"22327";"no_click";"Variant 1";"22327"
"82342";"no_click";"Variant 2";"82342"
"39557";"no_click";"Variant 1";"39557"
"1149";"no_click";"Variant 1";"1149"
"27562";"no_click";"Variant 1";"27562"
"42405";"no_click";"Variant 1";"42405"
"2009";"no_click";"Variant 1";"2009"
"56475";"no_click";"Variant 2";"56475"
"23357";"no_click";"Variant 1";"23357"
"52191";"no_click";"Variant 2";"52191"
"9859";"no_click";"Variant 1";"9859"
"29865";"no_click";"Variant 1";"29865"
"36908";"no_click";"Variant 1";"36908"
"17140";"no_click";"Variant 1";"17140"
"84594";"no_click";"Variant 2";"84594"
"18315";"click";"Variant 1";"18315"
"81359";"no_click";"Variant 2";"81359"
"57950";"no_click";"Variant 2";"57950"
"61662";"no_click";"Variant 2";"61662"
"34555";"no_click";"Variant 1";"34555"
"67568";"no_click";"Variant 2";"67568"
"61943";"no_click";"Variant 2";"61943"
"28750";"no_click";"Variant 1";"28750"
"70369";"no_click";"Variant 2";"70369"
"31732";"no_click";"Variant 1";"31732"
"24755";"no_click";"Variant 1";"24755"
"14083";"no_click";"Variant 1";"14083"
"3986";"no_click";"Variant 1";"3986"
"79782";"no_click";"Variant 2";"79782"
"56284";"no_click";"Variant 2";"56284"
"68491";"no_click";"Variant 2";"68491"
"58284";"no_click";"Variant 2";"58284"
"48094";"no_click";"Variant 2";"48094"
"55066";"no_click";"Variant 2";"55066"
"61875";"no_click";"Variant 2";"61875"
"81632";"no_click";"Variant 2";"81632"
"53836";"no_click";"Variant 2";"53836"
"55261";"no_click";"Variant 2";"55261"
"25284";"no_click";"Variant 1";"25284"
"8899";"no_click";"Variant 1";"8899"
"61468";"no_click";"Variant 2";"61468"
"3047";"no_click";"Variant 1";"3047"
"67530";"no_click";"Variant 2";"67530"
"53955";"no_click";"Variant 2";"53955"
"39195";"no_click";"Variant 1";"39195"
"27489";"no_click";"Variant 1";"27489"
"3139";"no_click";"Variant 1";"3139"
"2896";"click";"Variant 1";"2896"
"42540";"no_click";"Variant 1";"42540"
"29177";"no_click";"Variant 1";"29177"
"24933";"no_click";"Variant 1";"24933"
"71407";"no_click";"Variant 2";"71407"
"77085";"no_click";"Variant 2";"77085"
"26996";"no_click";"Variant 1";"26996"
"15829";"no_click";"Variant 1";"15829"
"7327";"no_click";"Variant 1";"7327"
"42708";"no_click";"Variant 1";"42708"
"32527";"click";"Variant 1";"32527"
"75749";"no_click";"Variant 2";"75749"
"16551";"no_click";"Variant 1";"16551"
"17580";"no_click";"Variant 1";"17580"
"71879";"no_click";"Variant 2";"71879"
"26163";"no_click";"Variant 1";"26163"
"23540";"no_click";"Variant 1";"23540"
"9425";"no_click";"Variant 1";"9425"
"2171";"no_click";"Variant 1";"2171"
"37571";"no_click";"Variant 1";"37571"
"66473";"no_click";"Variant 2";"66473"
"23835";"no_click";"Variant 1";"23835"
"81928";"no_click";"Variant 2";"81928"
"4907";"no_click";"Variant 1";"4907"
"31248";"click";"Variant 1";"31248"
"77995";"no_click";"Variant 2";"77995"
"17459";"no_click";"Variant 1";"17459"
"41446";"no_click";"Variant 1";"41446"
"8710";"no_click";"Variant 1";"8710"
"25610";"no_click";"Variant 1";"25610"
"66275";"no_click";"Variant 2";"66275"
"83350";"no_click";"Variant 2";"83350"
"37937";"click";"Variant 1";"37937"
"64929";"no_click";"Variant 2";"64929"
"4317";"no_click";"Variant 1";"4317"
"24496";"no_click";"Variant 1";"24496"
"64409";"no_click";"Variant 2";"64409"
"10179";"no_click";"Variant 1";"10179"
"69678";"no_click";"Variant 2";"69678"
"80598";"no_click";"Variant 2";"80598"
"31847";"no_click";"Variant 1";"31847"
"623";"no_click";"Variant 1";"623"
"74738";"no_click";"Variant 2";"74738"
"43509";"no_click";"Variant 2";"43509"
"63951";"no_click";"Variant 2";"63951"
"44379";"no_click";"Variant 2";"44379"
"2595";"no_click";"Variant 1";"2595"
"5794";"no_click";"Variant 1";"5794"
"45341";"no_click";"Variant 2";"45341"
"48117";"no_click";"Variant 2";"48117"
"4827";"click";"Variant 1";"4827"
"41213";"no_click";"Variant 1";"41213"
"71347";"no_click";"Variant 2";"71347"
"59295";"no_click";"Variant 2";"59295"
"27996";"no_click";"Variant 1";"27996"
"48643";"no_click";"Variant 2";"48643"
"18329";"no_click";"Variant 1";"18329"
"64018";"no_click";"Variant 2";"64018"
"53001";"no_click";"Variant 2";"53001"
"63714";"click";"Variant 2";"63714"
"61119";"no_click";"Variant 2";"61119"
"60459";"no_click";"Variant 2";"60459"
"29061";"no_click";"Variant 1";"29061"
"54139";"no_click";"Variant 2";"54139"
"52174";"no_click";"Variant 2";"52174"
"77368";"no_click";"Variant 2";"77368"
"76983";"no_click";"Variant 2";"76983"
"74873";"no_click";"Variant 2";"74873"
"55966";"no_click";"Variant 2";"55966"
"49974";"no_click";"Variant 2";"49974"
"7391";"no_click";"Variant 1";"7391"
"19907";"no_click";"Variant 1";"19907"
"73149";"no_click";"Variant 2";"73149"
"33427";"no_click";"Variant 1";"33427"
"25698";"no_click";"Variant 1";"25698"
"33986";"no_click";"Variant 1";"33986"
"43944";"no_click";"Variant 2";"43944"
"68481";"no_click";"Variant 2";"68481"
"35794";"no_click";"Variant 1";"35794"
"31640";"no_click";"Variant 1";"31640"
"32116";"no_click";"Variant 1";"32116"
"20464";"no_click";"Variant 1";"20464"
"5449";"no_click";"Variant 1";"5449"
"50084";"no_click";"Variant 2";"50084"
"2431";"no_click";"Variant 1";"2431"
"82238";"no_click";"Variant 2";"82238"
"45572";"no_click";"Variant 2";"45572"
"6074";"no_click";"Variant 1";"6074"
"35183";"no_click";"Variant 1";"35183"
"48515";"no_click";"Variant 2";"48515"
"23991";"no_click";"Variant 1";"23991"
"79446";"no_click";"Variant 2";"79446"
"14696";"no_click";"Variant 1";"14696"
"32266";"no_click";"Variant 1";"32266"
"28212";"no_click";"Variant 1";"28212"
"25806";"no_click";"Variant 1";"25806"
"42829";"no_click";"Variant 1";"42829"
"955";"no_click";"Variant 1";"955"
"11746";"no_click";"Variant 1";"11746"
"31165";"no_click";"Variant 1";"31165"
"27852";"no_click";"Variant 1";"27852"
"41836";"no_click";"Variant 1";"41836"
"28588";"no_click";"Variant 1";"28588"
"35045";"no_click";"Variant 1";"35045"
"15629";"no_click";"Variant 1";"15629"
"71083";"no_click";"Variant 2";"71083"
"21527";"no_click";"Variant 1";"21527"
"55017";"no_click";"Variant 2";"55017"
"28776";"no_click";"Variant 1";"28776"
"59733";"no_click";"Variant 2";"59733"
"71604";"no_click";"Variant 2";"71604"
"17535";"no_click";"Variant 1";"17535"
"40779";"no_click";"Variant 1";"40779"
"83636";"no_click";"Variant 2";"83636"
"73076";"no_click";"Variant 2";"73076"
"25943";"no_click";"Variant 1";"25943"
"56011";"no_click";"Variant 2";"56011"
"42538";"no_click";"Variant 1";"42538"
"42237";"no_click";"Variant 1";"42237"
"29682";"click";"Variant 1";"29682"
"83129";"no_click";"Variant 2";"83129"
"80489";"no_click";"Variant 2";"80489"
"23155";"no_click";"Variant 1";"23155"
"17777";"no_click";"Variant 1";"17777"
"60870";"no_click";"Variant 2";"60870"
"16708";"no_click";"Variant 1";"16708"
"27611";"no_click";"Variant 1";"27611"
"79445";"no_click";"Variant 2";"79445"
"13407";"no_click";"Variant 1";"13407"
"1398";"no_click";"Variant 1";"1398"
"19936";"no_click";"Variant 1";"19936"
"57739";"no_click";"Variant 2";"57739"
"17113";"no_click";"Variant 1";"17113"
"72026";"no_click";"Variant 2";"72026"
"24537";"no_click";"Variant 1";"24537"
"27210";"no_click";"Variant 1";"27210"
"82921";"no_click";"Variant 2";"82921"
"36474";"no_click";"Variant 1";"36474"
"71357";"no_click";"Variant 2";"71357"
"54164";"no_click";"Variant 2";"54164"
"63820";"no_click";"Variant 2";"63820"
"3224";"no_click";"Variant 1";"3224"
"60315";"no_click";"Variant 2";"60315"
"24920";"no_click";"Variant 1";"24920"
"11189";"no_click";"Variant 1";"11189"
"64450";"no_click";"Variant 2";"64450"
"50565";"no_click";"Variant 2";"50565"
"15958";"no_click";"Variant 1";"15958"
"73593";"no_click";"Variant 2";"73593"
"50719";"no_click";"Variant 2";"50719"
"58820";"no_click";"Variant 2";"58820"
"786";"no_click";"Variant 1";"786"
"17170";"no_click";"Variant 1";"17170"
"43255";"no_click";"Variant 2";"43255"
"20119";"no_click";"Variant 1";"20119"
"32505";"no_click";"Variant 1";"32505"
"34926";"no_click";"Variant 1";"34926"
"8051";"no_click";"Variant 1";"8051"
"10706";"no_click";"Variant 1";"10706"
"72193";"no_click";"Variant 2";"72193"
"56879";"no_click";"Variant 2";"56879"
"40818";"no_click";"Variant 1";"40818"
"33982";"no_click";"Variant 1";"33982"
"46835";"no_click";"Variant 2";"46835"
"12343";"no_click";"Variant 1";"12343"
"82738";"no_click";"Variant 2";"82738"
"31189";"no_click";"Variant 1";"31189"
"33088";"no_click";"Variant 1";"33088"
"34785";"no_click";"Variant 1";"34785"
"73137";"no_click";"Variant 2";"73137"
"70288";"no_click";"Variant 2";"70288"
"19926";"no_click";"Variant 1";"19926"
"69531";"no_click";"Variant 2";"69531"
"80711";"no_click";"Variant 2";"80711"
"1289";"no_click";"Variant 1";"1289"
"10096";"no_click";"Variant 1";"10096"
"26042";"no_click";"Variant 1";"26042"
"39503";"no_click";"Variant 1";"39503"
"47130";"no_click";"Variant 2";"47130"
"3509";"no_click";"Variant 1";"3509"
"43231";"no_click";"Variant 2";"43231"
"68212";"no_click";"Variant 2";"68212"
"21548";"no_click";"Variant 1";"21548"
"12374";"no_click";"Variant 1";"12374"
"73526";"no_click";"Variant 2";"73526"
"71631";"no_click";"Variant 2";"71631"
"59772";"no_click";"Variant 2";"59772"
"31913";"no_click";"Variant 1";"31913"
"72022";"no_click";"Variant 2";"72022"
"71588";"no_click";"Variant 2";"71588"
"2728";"no_click";"Variant 1";"2728"
"72627";"no_click";"Variant 2";"72627"
"63663";"no_click";"Variant 2";"63663"
"37061";"no_click";"Variant 1";"37061"
"45786";"no_click";"Variant 2";"45786"
"10852";"no_click";"Variant 1";"10852"
"24897";"no_click";"Variant 1";"24897"
"42148";"no_click";"Variant 1";"42148"
"4179";"no_click";"Variant 1";"4179"
"75430";"no_click";"Variant 2";"75430"
"29546";"no_click";"Variant 1";"29546"
"37560";"no_click";"Variant 1";"37560"
"46054";"no_click";"Variant 2";"46054"
"41982";"no_click";"Variant 1";"41982"
"37717";"no_click";"Variant 1";"37717"
"68699";"no_click";"Variant 2";"68699"
"16011";"no_click";"Variant 1";"16011"
"13158";"no_click";"Variant 1";"13158"
"77529";"no_click";"Variant 2";"77529"
"43483";"no_click";"Variant 2";"43483"
"76755";"no_click";"Variant 2";"76755"
"26667";"no_click";"Variant 1";"26667"
"67635";"no_click";"Variant 2";"67635"
"40320";"no_click";"Variant 1";"40320"
"25862";"click";"Variant 1";"25862"
"63251";"no_click";"Variant 2";"63251"
"9994";"no_click";"Variant 1";"9994"
"43382";"no_click";"Variant 2";"43382"
"21657";"no_click";"Variant 1";"21657"
"67949";"no_click";"Variant 2";"67949"
"76907";"no_click";"Variant 2";"76907"
"3489";"no_click";"Variant 1";"3489"
"69574";"no_click";"Variant 2";"69574"
"79188";"no_click";"Variant 2";"79188"
"62640";"no_click";"Variant 2";"62640"
"13328";"no_click";"Variant 1";"13328"
"67088";"no_click";"Variant 2";"67088"
"6692";"click";"Variant 1";"6692"
"28287";"no_click";"Variant 1";"28287"
"49690";"no_click";"Variant 2";"49690"
"28543";"no_click";"Variant 1";"28543"
"62052";"no_click";"Variant 2";"62052"
"36004";"no_click";"Variant 1";"36004"
"10798";"no_click";"Variant 1";"10798"
"72806";"no_click";"Variant 2";"72806"
"33621";"click";"Variant 1";"33621"
"33736";"no_click";"Variant 1";"33736"
"18028";"no_click";"Variant 1";"18028"
"37249";"no_click";"Variant 1";"37249"
"61394";"no_click";"Variant 2";"61394"
"77006";"no_click";"Variant 2";"77006"
"65260";"no_click";"Variant 2";"65260"
"74645";"no_click";"Variant 2";"74645"
"76776";"no_click";"Variant 2";"76776"
"82065";"no_click";"Variant 2";"82065"
"42213";"click";"Variant 1";"42213"
"78371";"no_click";"Variant 2";"78371"
"58437";"no_click";"Variant 2";"58437"
"57226";"no_click";"Variant 2";"57226"
"42343";"no_click";"Variant 1";"42343"
"60331";"no_click";"Variant 2";"60331"
"7075";"no_click";"Variant 1";"7075"
"41699";"no_click";"Variant 1";"41699"
"55979";"no_click";"Variant 2";"55979"
"4358";"no_click";"Variant 1";"4358"
"5882";"no_click";"Variant 1";"5882"
"82690";"no_click";"Variant 2";"82690"
"52565";"no_click";"Variant 2";"52565"
"10590";"click";"Variant 1";"10590"
"17071";"no_click";"Variant 1";"17071"
"82949";"no_click";"Variant 2";"82949"
"54490";"no_click";"Variant 2";"54490"
"5913";"no_click";"Variant 1";"5913"
"57227";"no_click";"Variant 2";"57227"
"33965";"no_click";"Variant 1";"33965"
"29405";"no_click";"Variant 1";"29405"
"9108";"no_click";"Variant 1";"9108"
"49742";"no_click";"Variant 2";"49742"
"9329";"no_click";"Variant 1";"9329"
"77399";"no_click";"Variant 2";"77399"
"65729";"click";"Variant 2";"65729"
"52739";"no_click";"Variant 2";"52739"
"78934";"no_click";"Variant 2";"78934"
"23022";"no_click";"Variant 1";"23022"
"1270";"no_click";"Variant 1";"1270"
"54304";"no_click";"Variant 2";"54304"
"79907";"no_click";"Variant 2";"79907"
"68598";"no_click";"Variant 2";"68598"
"13245";"click";"Variant 1";"13245"
"10843";"no_click";"Variant 1";"10843"
"52258";"click";"Variant 2";"52258"
"81606";"no_click";"Variant 2";"81606"
"10898";"no_click";"Variant 1";"10898"
"13856";"no_click";"Variant 1";"13856"
"18386";"no_click";"Variant 1";"18386"
"19928";"no_click";"Variant 1";"19928"
"74371";"no_click";"Variant 2";"74371"
"55980";"no_click";"Variant 2";"55980"
"2106";"no_click";"Variant 1";"2106"
"44271";"no_click";"Variant 2";"44271"
"9199";"no_click";"Variant 1";"9199"
"60339";"no_click";"Variant 2";"60339"
"40379";"no_click";"Variant 1";"40379"
"62647";"no_click";"Variant 2";"62647"
"69072";"no_click";"Variant 2";"69072"
"2934";"no_click";"Variant 1";"2934"
"80003";"no_click";"Variant 2";"80003"
"55132";"no_click";"Variant 2";"55132"
"72413";"no_click";"Variant 2";"72413"
"909";"no_click";"Variant 1";"909"
"80485";"no_click";"Variant 2";"80485"
"82579";"no_click";"Variant 2";"82579"
"53323";"no_click";"Variant 2";"53323"
"1521";"no_click";"Variant 1";"1521"
"54388";"no_click";"Variant 2";"54388"
"3035";"no_click";"Variant 1";"3035"
"67566";"no_click";"Variant 2";"67566"
"45796";"no_click";"Variant 2";"45796"
"13089";"no_click";"Variant 1";"13089"
"37664";"no_click";"Variant 1";"37664"
"46170";"no_click";"Variant 2";"46170"
"33617";"no_click";"Variant 1";"33617"
"66031";"no_click";"Variant 2";"66031"
"39826";"no_click";"Variant 1";"39826"
"13010";"no_click";"Variant 1";"13010"
"72439";"no_click";"Variant 2";"72439"
"470";"no_click";"Variant 1";"470"
"9853";"no_click";"Variant 1";"9853"
"55991";"no_click";"Variant 2";"55991"
"76395";"no_click";"Variant 2";"76395"
"81022";"no_click";"Variant 2";"81022"
"74896";"no_click";"Variant 2";"74896"
"36055";"no_click";"Variant 1";"36055"
"77860";"no_click";"Variant 2";"77860"
"4852";"no_click";"Variant 1";"4852"
"5963";"no_click";"Variant 1";"5963"
"49559";"no_click";"Variant 2";"49559"
"20167";"no_click";"Variant 1";"20167"
"77474";"no_click";"Variant 2";"77474"
"32150";"no_click";"Variant 1";"32150"
"51890";"no_click";"Variant 2";"51890"
"27071";"no_click";"Variant 1";"27071"
"10322";"no_click";"Variant 1";"10322"
"58028";"no_click";"Variant 2";"58028"
"37141";"click";"Variant 1";"37141"
"8251";"no_click";"Variant 1";"8251"
"76844";"no_click";"Variant 2";"76844"
"51202";"click";"Variant 2";"51202"
"46903";"no_click";"Variant 2";"46903"
"16728";"no_click";"Variant 1";"16728"
"61241";"no_click";"Variant 2";"61241"
"62964";"no_click";"Variant 2";"62964"
"45245";"no_click";"Variant 2";"45245"
"7531";"no_click";"Variant 1";"7531"
"37616";"click";"Variant 1";"37616"
"58580";"no_click";"Variant 2";"58580"
"59959";"no_click";"Variant 2";"59959"
"4331";"no_click";"Variant 1";"4331"
"46222";"click";"Variant 2";"46222"
"23019";"no_click";"Variant 1";"23019"
"30765";"no_click";"Variant 1";"30765"
"72951";"no_click";"Variant 2";"72951"
"25819";"no_click";"Variant 1";"25819"
"48289";"no_click";"Variant 2";"48289"
"18045";"no_click";"Variant 1";"18045"
"21456";"no_click";"Variant 1";"21456"
"76532";"no_click";"Variant 2";"76532"
"35867";"no_click";"Variant 1";"35867"
"12931";"no_click";"Variant 1";"12931"
"74316";"no_click";"Variant 2";"74316"
"33146";"no_click";"Variant 1";"33146"
"44476";"no_click";"Variant 2";"44476"
"22640";"no_click";"Variant 1";"22640"
"76458";"no_click";"Variant 2";"76458"
"73981";"no_click";"Variant 2";"73981"
"62320";"no_click";"Variant 2";"62320"
"72801";"no_click";"Variant 2";"72801"
"61659";"no_click";"Variant 2";"61659"
"35899";"no_click";"Variant 1";"35899"
"15585";"click";"Variant 1";"15585"
"59946";"no_click";"Variant 2";"59946"
"64970";"no_click";"Variant 2";"64970"
"32642";"no_click";"Variant 1";"32642"
"60133";"no_click";"Variant 2";"60133"
"4095";"click";"Variant 1";"4095"
"76340";"no_click";"Variant 2";"76340"
"84255";"no_click";"Variant 2";"84255"
"84186";"no_click";"Variant 2";"84186"
"11187";"no_click";"Variant 1";"11187"
"20809";"click";"Variant 1";"20809"
"18816";"no_click";"Variant 1";"18816"
"17456";"no_click";"Variant 1";"17456"
"79610";"no_click";"Variant 2";"79610"
"20762";"no_click";"Variant 1";"20762"
"58906";"no_click";"Variant 2";"58906"
"21561";"no_click";"Variant 1";"21561"
"1722";"no_click";"Variant 1";"1722"
"30780";"no_click";"Variant 1";"30780"
"63616";"no_click";"Variant 2";"63616"
"38938";"no_click";"Variant 1";"38938"
"21084";"no_click";"Variant 1";"21084"
"46009";"no_click";"Variant 2";"46009"
"35218";"no_click";"Variant 1";"35218"
"61869";"no_click";"Variant 2";"61869"
"72195";"no_click";"Variant 2";"72195"
"78081";"click";"Variant 2";"78081"
"20374";"no_click";"Variant 1";"20374"
"70304";"no_click";"Variant 2";"70304"
"50976";"no_click";"Variant 2";"50976"
"82583";"no_click";"Variant 2";"82583"
"569";"no_click";"Variant 1";"569"
"6921";"no_click";"Variant 1";"6921"
"68145";"click";"Variant 2";"68145"
"49843";"no_click";"Variant 2";"49843"
"83418";"no_click";"Variant 2";"83418"
"9440";"no_click";"Variant 1";"9440"
"62195";"no_click";"Variant 2";"62195"
"24090";"no_click";"Variant 1";"24090"
"70686";"no_click";"Variant 2";"70686"
"38152";"no_click";"Variant 1";"38152"
"2179";"no_click";"Variant 1";"2179"
"56875";"no_click";"Variant 2";"56875"
"5398";"no_click";"Variant 1";"5398"
"38275";"no_click";"Variant 1";"38275"
"61574";"no_click";"Variant 2";"61574"
"58812";"no_click";"Variant 2";"58812"
"19035";"no_click";"Variant 1";"19035"
"2345";"no_click";"Variant 1";"2345"
"51073";"click";"Variant 2";"51073"
"46003";"no_click";"Variant 2";"46003"
"24431";"no_click";"Variant 1";"24431"
"43874";"no_click";"Variant 2";"43874"
"40808";"no_click";"Variant 1";"40808"
"59332";"no_click";"Variant 2";"59332"
"70965";"no_click";"Variant 2";"70965"
"78028";"click";"Variant 2";"78028"
"48027";"no_click";"Variant 2";"48027"
"28074";"no_click";"Variant 1";"28074"
"76137";"no_click";"Variant 2";"76137"
"47539";"no_click";"Variant 2";"47539"
"65058";"no_click";"Variant 2";"65058"
"53427";"no_click";"Variant 2";"53427"
"64935";"no_click";"Variant 2";"64935"
"81116";"no_click";"Variant 2";"81116"
"77703";"no_click";"Variant 2";"77703"
"21227";"no_click";"Variant 1";"21227"
"60427";"no_click";"Variant 2";"60427"
"1655";"no_click";"Variant 1";"1655"
"20927";"no_click";"Variant 1";"20927"
"2124";"no_click";"Variant 1";"2124"
"70437";"no_click";"Variant 2";"70437"
"49385";"no_click";"Variant 2";"49385"
"66109";"no_click";"Variant 2";"66109"
"62704";"no_click";"Variant 2";"62704"
"78050";"no_click";"Variant 2";"78050"
"53917";"no_click";"Variant 2";"53917"
"79433";"no_click";"Variant 2";"79433"
"50710";"no_click";"Variant 2";"50710"
"76288";"no_click";"Variant 2";"76288"
"81192";"no_click";"Variant 2";"81192"
"20141";"no_click";"Variant 1";"20141"
"28613";"no_click";"Variant 1";"28613"
"84706";"no_click";"Variant 2";"84706"
"61894";"click";"Variant 2";"61894"
"54049";"no_click";"Variant 2";"54049"
"34498";"no_click";"Variant 1";"34498"
"12839";"no_click";"Variant 1";"12839"
"71555";"no_click";"Variant 2";"71555"
"59321";"no_click";"Variant 2";"59321"
"278";"no_click";"Variant 1";"278"
"30124";"click";"Variant 1";"30124"
"65434";"no_click";"Variant 2";"65434"
"14057";"no_click";"Variant 1";"14057"
"12472";"no_click";"Variant 1";"12472"
"36392";"no_click";"Variant 1";"36392"
"62252";"no_click";"Variant 2";"62252"
"64939";"no_click";"Variant 2";"64939"
"65024";"no_click";"Variant 2";"65024"
"54469";"no_click";"Variant 2";"54469"
"73982";"no_click";"Variant 2";"73982"
"36335";"no_click";"Variant 1";"36335"
"17447";"click";"Variant 1";"17447"
"9810";"no_click";"Variant 1";"9810"
"26649";"no_click";"Variant 1";"26649"
"31712";"no_click";"Variant 1";"31712"
"81248";"no_click";"Variant 2";"81248"
"13625";"no_click";"Variant 1";"13625"
"27388";"no_click";"Variant 1";"27388"
"31967";"no_click";"Variant 1";"31967"
"61258";"no_click";"Variant 2";"61258"
"6294";"no_click";"Variant 1";"6294"
"44127";"no_click";"Variant 2";"44127"
"47942";"no_click";"Variant 2";"47942"
"69260";"no_click";"Variant 2";"69260"
"33026";"no_click";"Variant 1";"33026"
"51567";"no_click";"Variant 2";"51567"
"26465";"no_click";"Variant 1";"26465"
"18214";"no_click";"Variant 1";"18214"
"24286";"no_click";"Variant 1";"24286"
"56119";"no_click";"Variant 2";"56119"
"54344";"no_click";"Variant 2";"54344"
"57411";"no_click";"Variant 2";"57411"
"31493";"no_click";"Variant 1";"31493"
"333";"click";"Variant 1";"333"
"18983";"no_click";"Variant 1";"18983"
"48147";"no_click";"Variant 2";"48147"
"40016";"no_click";"Variant 1";"40016"
"17612";"no_click";"Variant 1";"17612"
"70170";"no_click";"Variant 2";"70170"
"57236";"no_click";"Variant 2";"57236"
"68579";"no_click";"Variant 2";"68579"
"76981";"no_click";"Variant 2";"76981"
"60652";"no_click";"Variant 2";"60652"
"47443";"no_click";"Variant 2";"47443"
"63063";"no_click";"Variant 2";"63063"
"49240";"no_click";"Variant 2";"49240"
